Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
LEASEPLAN ARRENDAMENTO MERCANTIL S.A.;4836002;n1;I;3;S4;19;BARUERI;SP;dez/18;46;48
FUTURA SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.;6039009;n1;I;2;S5;10;JOAO PESSOA;PB;dez/18;45;59
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR;28435685;b3S;I;2;S5;9;BELO HORIZONTE;MG;dez/18;44;54
FAMÍLIA PAULISTA COMPANHIA HIPOTECÁRIA;53146221;n1;I;2;S5;29;SANTOS;SP;dez/18;41;41
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB;71502181;b3S;I;2;S5;9;BELO HORIZONTE;MG;dez/18;41;46
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE REDUTORES DE TRANSMISSÃO DO ESTADO DE SÃO PAULO - COOPER-PTI;62035456;b3S;I;2;S5;9;SAO PAULO;SP;dez/18;40;48
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;I;2;S4;9;FLORIANOPOLIS;SC;dez/18;40;55
BRASIL PLURAL;51839;b1;C;2;S4;199;RIO DE JANEIRO;RJ;dez/18;37;53
CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;5442029;n1;I;2;S5;10;SAO PAULO;SP;dez/18;37;38
CAIXA GERAL;51815;b1;C;3;S4;199;SAO PAULO;SP;dez/18;36;55
BANCO VIPAL S.A.;9526594;b2;I;2;S4;8;PORTO ALEGRE;RS;dez/18;36;39
COOPERATIVA DE CRÉDITO RURAL ILHÉUS LTDA;16348005;b3S;I;2;S5;9;ILHEUS;BA;dez/18;36;72
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;dez/18;36;196
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;dez/18;34;138
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;dez/18;33;109
ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5956581;n1;I;2;S4;14;ARAUCARIA;PR;dez/18;32;69
FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;91669747;n1;I;2;S5;14;NOVO HAMBURGO;RS;dez/18;32;241
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;S3;9;CURITIBA;PR;dez/18;31;60
CREDILON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR DA REGIÃO DE LONDRINA LTDA.;4223451;n1;I;2;S5;10;LONDRINA;PR;dez/18;29;43
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;dez/18;27;107
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;dez/18;27;131
DIRECAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;58158387;n1;I;2;S4;14;SANTOS;SP;dez/18;26;54
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;dez/18;25;64
DOURADA - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA;11545653;n1;I;2;S5;10;LAGOA DOURADA;MG;dez/18;24;30
BANCO PORTO REAL DE INVESTIMENTOS S.A;40429946;b2;I;2;S4;13;PORTO REAL;RJ;dez/18;23;27
COOPERATIVA DE CRÉDITO DOS SERVIDORES DO MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO NA REGIÃO METROPOLITANA DE BELÉM;83347294;b3S;I;2;S5;9;BELEM;PA;dez/18;23;24
BANCO DE LA NACION ARGENTINA;33042151;b1;I;3;S4;28;SAO PAULO;SP;dez/18;20;35
BANCO CEDULA S.A.;33132044;b1;I;2;S4;8;RIO DE JANEIRO;RJ;dez/18;20;30
COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ;50334234;b3S;I;2;S5;9;PORTO FELIZ;SP;dez/18;19;23
FLEX SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;7584094;n1;I;2;S5;10;BELO HORIZONTE;MG;dez/18;18;29
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;33775974;n2;I;2;S4;15;RIO DE JANEIRO;RJ;dez/18;18;24
HAITONG;51482;b2;C;3;S3;198;SAO PAULO;SP;dez/18;16;60
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS NA CAIXA ECONÔMICA FEDERAL NO ESTADO DE SÃO PAULO - APCEFCREDI-SP;7814673;b3S;I;2;S5;9;SAO PAULO;SP;dez/18;16;22
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO FEDERAL E MINISTÉRIO PÚBLICO DA UNIÃO NO ESTADO DO PARÁ - COOPERJUS-PA;83332700;b3S;I;2;S5;9;BELEM;PA;dez/18;16;30
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;I;2;S4;9;FRANCISCO BELTRAO;PR;dez/18;15;33
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;dez/18;15;23
PÓLOCRED   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;7945233;n1;I;2;S5;10;FLORIANOPOLIS;SC;dez/18;15;28
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;dez/18;15;28
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23522214;b1;I;3;S4;8;SAO PAULO;SP;dez/18;14;21
BANCO DA CHINA BRASIL S.A.;10690848;b1;I;3;S4;8;SAO PAULO;SP;dez/18;13;53
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;S4;9;BELO HORIZONTE;MG;dez/18;12;48
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;b3C;I;2;S4;9;BRASILIA;DF;dez/18;12;46
COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA;50848910;b3S;I;2;S5;9;LENCOIS PAULISTA;SP;dez/18;12;12
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;dez/18;11;62
NECTON INVESTIMENTOS  S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;52904364;n2;I;2;S4;15;SAO PAULO;SP;dez/18;11;14
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;I;2;S4;9;SAO PAULO;SP;dez/18;11;12
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;I;2;S4;9;BLUMENAU;SC;dez/18;10;41
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;I;2;S4;9;CUIABA;MT;dez/18;10;10
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;I;2;S4;9;SAO PAULO;SP;dez/18;10;25
FATOR;50122;b1;C;2;S4;199;SAO PAULO;SP;dez/18;9;22
BANCO KEB HANA DO BRASIL S.A.;2318507;b1;I;3;S4;2;SAO PAULO;SP;dez/18;8;18
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;I;2;S4;9;VITORIA;ES;dez/18;8;8
TORRES MENDES & MENDES SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;18394228;n1;I;2;S5;10;JAU;SP;dez/18;7;7
BANCO INDUSCRED DE INVESTIMENTO S.A.;33588252;b2;I;2;S4;13;SAO PAULO;SP;dez/18;7;7
EASYNVEST - TÍTULO CORRETORA DE VALORES SA;62169875;n2;I;2;S4;15;SAO PAULO;SP;dez/18;7;7
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;I;2;S4;9;CABEDELO;PB;dez/18;6;17
ANDBANK;51949;b1;C;3;S4;199;SAO PAULO;SP;dez/18;5;7
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;I;2;S4;9;GOIANIA;GO;dez/18;5;7
FIDÚCIA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LIMITADA.;4307598;n1;I;2;S5;10;BELO HORIZONTE;MG;dez/18;5;5
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;I;2;S4;9;CABEDELO;PB;dez/18;4;57
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;I;2;S4;9;PORTO VELHO;RO;dez/18;3;12
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;I;2;S4;9;MARINGA;PR;dez/18;3;3
COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA - ASCOOB CENTRAL;10013534;b3C;I;2;S4;9;SERRINHA;BA;dez/18;3;4
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;I;2;S4;9;RIO DE JANEIRO;RJ;dez/18;3;4
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;I;2;S4;9;PASSO FUNDO;RS;dez/18;3;13
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;I;2;S4;9;BELO HORIZONTE;MG;dez/18;3;4
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;I;2;S4;9;GOIANIA;GO;dez/18;3;3
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;b3C;I;2;S4;9;SALVADOR;BA;dez/18;3;12
BANCO DE LA PROVINCIA DE BUENOS AIRES;44189447;b1;I;3;S4;28;SAO PAULO;SP;dez/18;3;32
BR PARTNERS;51822;b2;C;2;S4;198;SAO PAULO;SP;dez/18;2;4
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB CENTRAL MT/MS;106180;b3C;I;2;S4;9;CUIABA;MT;dez/18;2;3
CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO - CECOOP;5790149;b3C;I;2;S4;9;VITORIA;ES;dez/18;2;2
STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;11932017;b2;I;3;S4;13;SAO PAULO;SP;dez/18;2;3
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;I;2;S4;9;GOIANIA;GO;dez/18;2;2
MORGAN STANLEY;51413;b1;C;3;S3;199;SAO PAULO;SP;dez/18;1;1
GOLDMAN SACHS;51585;b2;C;3;S3;198;SAO PAULO;SP;dez/18;1;9
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;I;2;S4;9;BELO HORIZONTE;MG;dez/18;1;1
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;I;2;S4;9;PORTO ALEGRE;RS;dez/18;1;1
COOPERATIVA CENTRAL DE CRÉDITO NOROESTE BRASILEIRO LTDA.;4632856;b3C;I;2;S4;9;JI-PARANA;RO;dez/18;1;1
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;I;2;S4;9;FLORIANOPOLIS;SC;dez/18;1;1
NOVINVEST CORRETORA DE VALORES MOBILIARIOS LTDA.;43060029;n2;I;2;S4;15;SAO PAULO;SP;dez/18;1;3
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;S3;9;PORTO ALEGRE;RS;dez/18;1;1
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;I;3;S4;15;RIO DE JANEIRO;RJ;dez/18;0;0
COOPERATIVA CENTRAL DE CREDITO RURAL HORIZONTES NOVOS - CREHNOR CENTRAL;5879577;b3C;I;2;S4;9;SARANDI;RS;dez/18;0;0
BANCO KDB DO BRASIL S.A.;7656500;b1;I;3;S4;8;SAO PAULO;SP;dez/18;0;0
BNS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;7835244;n1;I;2;S5;10;JACUTINGA;MG;dez/18;0;0
BRKB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;33923111;n2;I;3;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;51938876;b1;I;3;S4;28;SAO PAULO;SP;dez/18;0;0
BANCO FICSA S.A.;61348538;b1;I;2;S4;8;SAO PAULO;SP;dez/18;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;I;2;S4;9;RIBEIRAO PRETO;SP;dez/18;0;0
SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA;96477906;n2;I;2;S4;15;SAO PAULO;SP;dez/18;0;0
H.H.PICCHIONI;30829;n2;C;2;S4;196;BELO HORIZONTE;MG;dez/18;0;0
CM CAPITAL MARKETS;51248;n2;C;3;S4;196;SAO PAULO;SP;dez/18;0;0
PLANNER;51341;n1;C;2;S4;197;SAO PAULO;SP;dez/18;0;0
COINVALORES;51561;n2;C;2;S4;196;SAO PAULO;SP;dez/18;0;0
CONFIDENCE;51671;b2;C;2;S4;198;SAO PAULO;SP;dez/18;0;0
FINAXIS;51688;b1;C;2;S4;199;CURITIBA;PR;dez/18;0;0
BEXS;51743;b2;C;2;S4;198;SAO PAULO;SP;dez/18;0;0
WESTERN UNION;51767;b1;C;3;S4;199;SAO PAULO;SP;dez/18;0;0
BNY MELLON;51808;b1;C;3;S4;199;RIO DE JANEIRO;RJ;dez/18;0;0
UBS;51877;b2;C;3;S4;198;SAO PAULO;SP;dez/18;0;0
INTL FCSTONE;52041;b2;C;3;S4;198;SAO PAULO;SP;dez/18;0;0
GUIDE RBDTVM;52065;n2;C;3;S4;196;SAO PAULO;SP;dez/18;0;0
AGK CORRETORA DE CAMBIO S.A.;250699;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;b3C;I;2;S4;9;SAO PAULO;SP;dez/18;0;0
FOCO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;329598;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;460065;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;I;2;S4;9;FLORIANOPOLIS;SC;dez/18;0;0
BANCO B3 S.A.;997185;b1;I;2;S4;2;SAO PAULO;SP;dez/18;0;0
CIELO S.A.;1027058;n4;I;2;;41;BARUERI;SP;dez/18;0;0
REDECARD S.A.;1425787;n4;I;2;;41;SAO PAULO;SP;dez/18;0;0
OPPORTUNITY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;1582158;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
H.COMMCOR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1788147;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
INVESTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2276653;n2;I;2;S4;16;GOIANIA;GO;dez/18;0;0
TREVISO CORRETORA DE CÂMBIO S.A.;2992317;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
INFINITY CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;3014007;n2;I;2;S4;15;SAO PAULO;SP;dez/18;0;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;I;2;S4;9;LONDRINA;PR;dez/18;0;0
ICATU DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3282508;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
AVIPAM CORRETORA DE CAMBIO LTDA;3443143;n2;I;2;S4;21;RIO DE JANEIRO;RJ;dez/18;0;0
CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL;3618104;b3C;I;2;S4;9;PORTO ALEGRE;RS;dez/18;0;0
TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3751794;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
VISION S.A. CORRETORA DE CAMBIO;4062902;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
RELIANCE - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4215594;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
NOVA FUTURA CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;4257795;n2;I;2;S4;15;SAO PAULO;SP;dez/18;0;0
CORRETORA AMAZONENSE DE CAMBIO LTDA.;4623781;n2;I;2;S5;21;MANAUS;AM;dez/18;0;0
ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;4684647;n2;I;2;S4;21;SANTOS;SP;dez/18;0;0
ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;5452073;n2;I;2;S4;15;SAO PAULO;SP;dez/18;0;0
LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6132348;n2;I;2;S5;21;RECIFE;PE;dez/18;0;0
BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;6373777;n2;I;2;S4;21;RECIFE;PE;dez/18;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;I;2;S4;9;CHAPECO;SC;dez/18;0;0
HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;7253654;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
ONNIX CORRETORA DE CÂMBIO LTDA.;7333726;n2;I;2;S4;21;PORTO ALEGRE;RS;dez/18;0;0
WESTERN ASSET MANAGEMENT COMPANY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LIMITADA;7437241;n2;I;3;S4;16;SAO PAULO;SP;dez/18;0;0
SOL CORRETORA DE CÂMBIO LTDA.;8520517;n2;I;2;S4;21;NATAL;RN;dez/18;0;0
PAGSEGURO INTERNET S.A.;8561701;n4;I;2;;41;SAO PAULO;SP;dez/18;0;0
NOVO MUNDO CORRETORA DE CÂMBIO S.A.;8609934;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
F.D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;8673569;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
NATIXIS BRASIL S.A. BANCO MÚLTIPLO;9274232;b1;I;3;S4;8;SAO PAULO;SP;dez/18;0;0
CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;9512542;n2;I;2;S4;15;RECIFE;PE;dez/18;0;0
SUPER PAGAMENTOS E ADMINISTRAÇÃO DE MEIOS ELETRÔNICOS S.A.;9554480;n4;I;2;;41;SAO PAULO;SP;dez/18;0;0
FIDUCIAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;10280601;n2;I;2;S5;16;BELO HORIZONTE;MG;dez/18;0;0
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;10440482;n4;I;2;;41;SAO PAULO;SP;dez/18;0;0
MERCADOPAGO.COM REPRESENTACOES LTDA.;10573521;n4;I;2;;41;OSASCO;SP;dez/18;0;0
GDC PARTNERS SERVIÇOS FIDUCIÁRIOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;10749264;n2;I;2;S5;16;RIO DE JANEIRO;RJ;dez/18;0;0
GET MONEY CORRETORA DE CÂMBIO S.A.;10853017;n2;I;2;S5;21;SAO PAULO;SP;dez/18;0;0
OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;11495073;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;12063256;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;12392983;n2;I;3;S4;15;SAO PAULO;SP;dez/18;0;0
MULTIMONEY CORRETORA DE CÂMBIO LTDA;12586596;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
ACESSO SOLUÇÕES DE PAGAMENTO S.A.;13140088;n4;I;2;;41;SAO PAULO;SP;dez/18;0;0
ÓRAMA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;13293225;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
BPP INSTITUIÇÃO DE PAGAMENTO S.A.;13370835;n4;I;2;;41;BARUERI;SP;dez/18;0;0
BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;13486793;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;13673855;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
MELHOR - CORRETORA DE CÂMBIO LTDA.;13839639;n2;I;2;S4;21;CURITIBA;PR;dez/18;0;0
CAMBIONET CORRETORA DE CÂMBIO LTDA.;14190547;n2;I;2;S4;21;PORTO ALEGRE;RS;dez/18;0;0
VIC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A;14388516;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
CALTEC DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;14425205;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;14652687;n2;I;2;S5;21;RECIFE;PE;dez/18;0;0
MEGA CORRETORA DE CÂMBIO LTDA.;15077393;n2;I;2;S4;21;RIO CLARO;SP;dez/18;0;0
LÚMINA CORRETORA DE CÂMBIO LTDA.;15122605;n2;I;2;S5;21;SALVADOR;BA;dez/18;0;0
CONSEGTUR CORRETORA DE CÂMBIO LTDA.;15168152;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
SIMPLIFIC PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;15227994;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;15482499;n2;I;2;S4;21;GAROPABA;SC;dez/18;0;0
INTRADER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;15489568;n2;I;2;S4;16;SAO PAULO;SP;dez/18;0;0
CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;15761217;n2;I;2;S4;21;FLORIANOPOLIS;SC;dez/18;0;0
STONE PAGAMENTOS S.A.;16501555;n4;I;2;;41;SAO PAULO;SP;dez/18;0;0
TURISCAM CORRETORA DE CÂMBIO LTDA.;16789470;n2;I;2;S4;21;MACEIO;AL;dez/18;0;0
SINGRATUR CORRETORA DE CÂMBIO LTDA;16854999;n2;I;2;S4;21;MARINGA;PR;dez/18;0;0
AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;16927221;n2;I;2;S4;21;MANAUS;AM;dez/18;0;0
BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;16944141;n2;I;2;S4;21;SAO PAULO;SP;dez/18;0;0
AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA;17312661;n2;I;2;S4;15;BELO HORIZONTE;MG;dez/18;0;0
SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17315359;n2;I;2;S4;15;BELO HORIZONTE;MG;dez/18;0;0
PENTAGONO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;17343682;n2;I;2;S4;16;RIO DE JANEIRO;RJ;dez/18;0;0
SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17352220;n2;I;2;S4;15;RIO DE JANEIRO;RJ;dez/18;0;0
UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;17508380;n2;I;2;S4;21;PORTO ALEGRE;RS;dez/18;0;0
CONEXION CORRETORA DE CÂMBIO LTDA.;17635177;n2;I;2;S4;21;RIBEIRAO PRETO;SP;dez/18;0;0
VIP'S CORRETORA DE CÂMBIO LTDA.;17772370;n2;I;2;S5;21;SAO PAULO;SP;dez/18;0;0
BRX CORRETORA DE CÂMBIO LTDA.;17904906;n2;I;2;S4;21;RIO DE JANEIRO;RJ;dez/18;0;0
NUMATUR CORRETORA DE CÂMBIO LTDA.;18145784;n2;I;2;S5;21;SAO PAULO;SP;dez/18;0;0
CONECTA CORRETORA DE CÂMBIO LTDA.;18287740;n2;I;2;S4;21;SALVADOR;BA;dez/18;0;0
